Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre
Jan Sy pyara juni,00:01:59.760,آپ دونوں کا ایک ساتھ ہونا نصیب ہوا تو یہ کام ہو گیا۔,13,You two were fated to be together so it worked out.,11,,
Jan Sy pyara juni,00:02:05.880,اہ… ہاں…,2,Uh… Yes…,2,,
Jan Sy pyara juni,00:02:07.160,میں تو بس ایسے ہی کہہ رہا تھا۔,8,I was only saying it like that.,7,,
Jan Sy pyara juni,00:02:08.880,اگر میں نے آپ کو ناراض کیا ہے تو، میں واقعی معذرت خواہ ہوں…,14,"If I’ve offended you, I’m really sorry…",7,,
Jan Sy pyara juni,00:02:12.720,نہیں، نہیں… لیکن آپ معافی کیوں مانگ رہے ہیں؟,9,"No, no… but why are you apologizing?",7,,
Jan Sy pyara juni,00:02:16.600,یہ معافی مانگنے کے لیے کچھ نہیں ہے۔,8,This is nothing to apologize for.,6,,
Jan Sy pyara juni,00:02:19.760,میں درحقیقت بہت خوش ہوں کہ آپ,7,I’m in fact very happy that you are,8,,
Jan Sy pyara juni,00:02:26.840,آپ کو سچ بتاؤں،,4,"To tell you the truth,",5,,
Jan Sy pyara juni,00:02:29.200,میرے بیٹے کی خوشی میرے لیے بہت قیمتی ہے۔,9,my son’s happiness is very precious to me.,8,,
Jan Sy pyara juni,00:02:38.440,حسن آرا آپ چائے کیوں نہیں لاتیں۔,7,"Husn Ara, why don’t you bring in the tea dear.",10,,
Jan Sy pyara juni,00:02:42.360,اوہ ارے، نہیں پلیز… رسمی طور پر کوئی ضرورت نہیں ہے -,12,"Oh hey, no please… there’s no need for formality -",10,,
Jan Sy pyara juni,00:02:43.920,میں اسے لے لوں گا۔,5,I’ll just get it.,4,,
Jan Sy pyara juni,00:02:44.640,چائے کبھی بھی رسمی کیسے ہو سکتی ہے؟,8,How can tea ever be a formality?,7,,
Jan Sy pyara juni,00:02:47.520,آپ وہ ہیں جو اس سب کے ساتھ رسمی رہے ہیں… یہ سب دیکھیں۔,14,You’re the one that’s been to formal with all this… look at all this.,14,,
Jan Sy pyara juni,00:02:49.640,ارے نہیں پلیز یہ مت کہو,6,Oh no please don’t say that,6,,
Jan Sy pyara juni,00:02:53.320,سو فارس،,2,"So Faris,",2,,
Jan Sy pyara juni,00:02:54.240,تمہارا کام کیسا چل رہا ہے؟,6,how is your work coming along?,6,,
Jan Sy pyara juni,00:02:56.120,اوہ لیکن یہ بہت اچھا ہوگا اگر وہ,8,Oh but it would be great if he was to become,11,,
Jan Sy pyara juni,00:02:59.560,میرے بعد آپ سب کچھ سنبھال لیں گے۔,8,After all you will be handling everything after me.,9,,
Jan Sy pyara juni,00:03:02.200,ہاں,1,Yes,1,,
Jan Sy pyara juni,00:03:18.240,حسن آرا کی شادی طے پا گئی ہے۔,8,Husn Ara’s marriage has been arranged.,6,,
Jan Sy pyara juni,00:03:22.920,پھولوں اور مٹھائیوں سے بھری گاڑی,6,A whole car load of flowers and sweetmeats arrived,9,,
Jan Sy pyara juni,00:03:26.360,چار پانچ ملازمین کے ساتھ پہنچی۔,6,along with four to five employees.,6,,
Jan Sy pyara juni,00:03:28.880,وہ قطار میں یوں چل رہے تھے جیسے وہ حسن آرا کی بجائے شہزادی کی شادی کی تجویز لے کر آئے ہوں۔,22,They were walking in line as if they’d brought a princess’s proposal of marriage instead of Husn Ara’s.,18,,
Jan Sy pyara juni,00:03:34.040,ہمم…,1,Hmm…,1,,
Jan Sy pyara juni,00:03:35.960,تو تمہیں مینا سے کیا مسئلہ ہے؟,7,So what do you have a problem with Mina?,9,,
Jan Sy pyara juni,00:03:38.240,کیا یہ حسن آرا کی تجویز سے ہے یا,9,Is it with Husn Ara’s proposal or,7,,
Jan Sy pyara juni,00:03:40.680,پھلوں اور میٹھے گوشت کی ٹوکریوں,6,is it with the baskets of fruits and sweet meats,10,,
Jan Sy pyara juni,00:03:47.360,تم چاہتے ہو مجھے چھیڑو!,5,Tease me all you want!,5,,
Jan Sy pyara juni,00:03:49.040,لیکن ذرا یہ بھی دیکھیں کہ آنٹی ثریا نے آپ کو کبھی نہیں بتایا کہ ان کے گھر کیا ہو رہا ہے…,22,But just also look at the way aunty Suraiya never told you what was happening at her house…,18,,
Jan Sy pyara juni,00:03:53.320,اور پھر آپ کو,4,and then also made you bring,6,,
Jan Sy pyara juni,00:03:56.640,آنٹی نے مجھے پہلے ہی بتا دیا تھا کہ صبح ہونے والے میچ کا اہتمام کیا جا رہا ہے… تو مجھے اس کے بارے میں پتہ چلا۔,27,Aunty had already told me about a match being arranged in the morning… so I knew about it.,18,,
Jan Sy pyara juni,00:04:06.360,اور تم نے کبھی مجھے اس کے بارے میں بتانا نہیں سوچا؟,12,And you never thought to tell me about it?,9,,
Jan Sy pyara juni,00:04:10.760,میں نے ضروری نہیں سمجھا۔,5,I didn’t think it necessary.,5,,
Jan Sy pyara juni,00:04:15.360,سب کی شادی ہو جاتی ہے۔,6,Everyone gets married.,3,,
Jan Sy pyara juni,00:04:17.040,حسنہ کی بھی شادی ہو رہی ہے۔,7,Husna is also getting married.,5,,
Jan Sy pyara juni,00:04:34.440,اوہ…,1,Uh…,1,,
Jan Sy pyara juni,00:04:36.480,آپ کو تکلیف ہو رہی ہوگی۔,6,You must be feeling hurt.,5,,
Jan Sy pyara juni,00:04:39.200,وہ آپ کی پہلی محبت تھی۔,6,She was after all your first love.,7,,
Jan Sy pyara juni,00:04:45.520,وہ پہلی تھی…,3,She was the first…,4,,
Jan Sy pyara juni,00:04:47.240,لیکن آخری نہیں تو,4,but not the last,4,,
Jan Sy pyara juni,00:04:49.800,ٹھیک ہے۔,2,so its fine.,3,,
Jan Sy pyara juni,00:04:53.560,اس سے آپ کا کیا مطلب ہے؟,7,What do you mean by that?,6,,
Jan Sy pyara juni,00:04:56.800,میرا مطلب یہ ہے کہ اگر انسان کا پہلا,9,What I mean is that if a person’s first,9,,
Jan Sy pyara juni,00:05:02.520,تو اس کے بعد ہونے والی محبت,7,then the love that happens after that,7,,
Jan Sy pyara juni,00:05:06.600,لیکن اگر کسی کی زندگی کی آخری محبت,8,But if the last love of one’s life,8,,
Jan Sy pyara juni,00:05:10.040,وہ غم جان لیوا ثابت ہو سکتا ہے اور کسی کی جان لے سکتا ہے۔,15,then that sorrow can be fatal and take one’s life.,10,,
Jan Sy pyara juni,00:05:15.400,لیکن اگر کسی کی پہلی محبت ہی,7,But what if someone’s first love is also,8,,
Jan Sy pyara juni,00:05:18.880,پھر یا تو وہ شخص بہت خاص ہے,8,Then either that person is very special…,7,,
Jan Sy pyara juni,00:05:22.840,یا وہ جھوٹ بول رہا ہے۔,6,or he’s lying.,3,,
Jan Sy pyara juni,00:05:27.560,تم دونوں میں سے کون ہو؟,6,Who are you of the two?,6,,
Jan Sy pyara juni,00:05:35.320,میں جھوٹ نہیں بولتا۔,4,I don’t lie.,3,,
Jan Sy pyara juni,00:06:09.880,حسن آرا کی شادی طے پا گئی ہے۔,8,Husn Ara’s marriage has been arranged.,6,,
Jan Sy pyara juni,00:06:12.600,آپ کو تکلیف ہو رہی ہوگی۔,6,You must be feeling hurt.,5,,
Jan Sy pyara juni,00:06:14.680,وہ آپ کی پہلی محبت تھی۔,6,She was after all your first love.,7,,
Jan Sy pyara juni,00:07:21.040,آپ کو بہت بہت مبارک ہو۔,6,Very many congratulations to you.,5,,
Jan Sy pyara juni,00:07:23.720,اور آپ کو۔,3,And to you.,3,,
Jan Sy pyara juni,00:07:24.440,براہ کرم جشن منانے کے لئے کچھ میٹھا کریں۔,9,Please have some sweet to celebrate.,6,,
Jan Sy pyara juni,00:07:25.600,نہیں، نہیں، میں وقفے وقفے سے روزے پر ہوں۔,9,"No, no, I’m on intermittent fasting.",6,,
Jan Sy pyara juni,00:07:29.120,آپ کس چیز پر ہیں؟,5,You’re on what?,3,,
Jan Sy pyara juni,00:07:30.600,آہ,1,Ah,1,,
Jan Sy pyara juni,00:07:31.440,آپ کہہ سکتے ہیں کہ میں رات تک کچھ نہیں کھا سکتا۔,12,You could say that I can’t eat anything until the night.,11,,
Jan Sy pyara juni,00:07:34.960,اہ…,1,Uh…,1,,
Jan Sy pyara juni,00:07:36.760,لیکن یہ خوشی کا موقع ہے بہن نزہت، اس لیے اسے مٹھائی سے منانا چاہیے۔,15,"But this is a happy occasion sister Nuzhat, so one should celebrate it with sweet.",15,,
Jan Sy pyara juni,00:07:42.640,اوہ…,1,Uh…,1,,
Jan Sy pyara juni,00:07:43.480,ٹھیک ہے…,2,Alright fine…,2,,
Jan Sy pyara juni,00:07:46.520,بیٹا منانے کے لیے کچھ میٹھا کیوں نہیں ہے؟,9,why don’t you have some sweet to celebrate son?,9,,
Jan Sy pyara juni,00:07:48.600,جی بالکل آنٹی۔,3,Yes of course aunty.,4,,
Jan Sy pyara juni,00:07:51.840,خدا کے نام پر,4,In the name of God,5,,
Jan Sy pyara juni,00:07:52.840,تیرا شکر ہے۔,3,Thank you.,2,,
Jan Sy pyara juni,00:07:54.160,اور میں حسن آرا کو منانے کے لیے کچھ میٹھا دوں گا۔,12,And I will give some sweet to Husn Ara to celebrate.,11,,
Jan Sy pyara juni,00:07:59.800,آپ کو مبارک ہو۔,4,Bless you.,2,,
Jan Sy pyara juni,00:08:02.120,لیکن آپ کے پاس کچھ ہونا ضروری ہے کیونکہ آپ,10,But you must have some since you aren’t,8,,
Jan Sy pyara juni,00:08:06.520,خدا کے نام پر… خدا کے نام پر,8,In the name of God… In the name of God,10,,
Jan Sy pyara juni,00:08:10.520,خداوند ہمارے بچوں کو خوشیوں سے نوازے۔,7,May the Lord bless our children with happiness.,8,,
Jan Sy pyara juni,00:08:14.200,آمین۔,1,Amen.,1,,
Jan Sy pyara juni,00:08:15.440,ٹھیک ہے اب سب کچھ طے ہے۔,7,Alright so everything’s now decided.,5,,
Jan Sy pyara juni,00:08:17.840,ہم دس دن میں اپنی شادی کی تقریب لائیں گے اور حسن آرا کے ساتھ فارس کی دلہن بن کر روانہ ہوں گے۔,23,We will bring our wedding party in ten days and depart with Husn Ara as Faris’s bride.,17,,
Jan Sy pyara juni,00:08:22.720,اوہ… اور اس کے سات دن بعد ہم شادی کے بعد ڈنر کریں گے… ایک شاندار… ان کے لیے، ٹھیک ہے؟,21,"Uh… And seven days after that we will have post wedding Dinner… a grand one…for them, okay?",17,,
Jan Sy pyara juni,00:08:29.600,بالکل، ضرور۔,2,"Of course, definitely.",3,,
Jan Sy pyara juni,00:08:30.720,جو آپ کو خوش کرتا ہے۔,6,Whatever pleases you.,3,,
Jan Sy pyara juni,00:08:32.080,آپ جو بھی مناسب سمجھیں وہ ہماری طرف سے ٹھیک ہے۔,11,Whatever you think to be appropriate is fine by us.,10,,
Jan Sy pyara juni,00:08:35.320,ٹھیک ہے۔,2,Okay.,1,,
Jan Sy pyara juni,00:08:57.760,یہ کھائیں اور,3,Have this and sweeten your mouths with,7,,
Jan Sy pyara juni,00:09:00.680,شکریہ آنٹی۔,2,Thank you aunty.,3,,
Jan Sy pyara juni,00:09:02.240,اوہ…,1,Uh…,1,,
Jan Sy pyara juni,00:09:02.920,یہاں کچھ مینا لے لو۔,5,Here have some Mina.,4,,
Jan Sy pyara juni,00:09:04.800,آپ کو کچھ کھانا چاہئے۔  یہ لیجئے۔,7,You should eat some. Here take this.,7,,
Jan Sy pyara juni,00:09:06.440,نہیں، میں واقعی میں ان دنوں مٹھائیاں نہیں کھاتا –,10,"No, I don’t really eat sweets these days –",9,,
Jan Sy pyara juni,00:09:12.240,خدا کی تعریف ہو لیکن وہ بہت اچھا لڑکا ہے!,10,God be praised but he’s a very nice boy!,9,,
Jan Sy pyara juni,00:09:15.120,وہ اکلوتا بیٹا ہے۔,4,He’s an only son.,4,,
Jan Sy pyara juni,00:09:17.520,دولت… جائیداد…,2,Wealth… Property…,2,,
Jan Sy pyara juni,00:09:19.800,اللہ نے انہیں بہت کچھ دیا ہے!,7,God has given them a lot!,6,,
Jan Sy pyara juni,00:09:22.840,آپ نے ہمیں آنٹی کو بھی نہیں بتایا تھا،,9,"Had you not even told us aunty,",7,,
Jan Sy pyara juni,00:09:25.800,میں نے اسے اوپر سے دیکھا۔,6,I saw it from upstairs.,5,,
Jan Sy pyara juni,00:09:27.760,نوکروں کی ایک قطار تھی.... وہ میٹھے اور پھلوں کی ٹوکریاں اٹھا رہے تھے۔,14,There was a line of servants….They were bringing up the sweet and fruit baskets.,14,,
Jan Sy pyara juni,00:09:31.600,پروپوزل لاتے وقت یہ سب کون کرتا ہے؟,8,Who does all this when bringing a proposal?,8,,
Jan Sy pyara juni,00:09:33.960,یہ صرف تجویز نہیں ہے جسے قبول کیا گیا ہے!,10,It’s not just the proposal that’s been accepted!,8,,
Jan Sy pyara juni,00:09:36.800,شادی کی تاریخ بھی مقرر!,5,The wedding date has also been set!,7,,
Jan Sy pyara juni,00:09:41.480,وہ ہمیں کوئی مہلت نہیں دے رہے ہیں۔,8,They’re not giving us any respite.,6,,
Jan Sy pyara juni,00:09:43.800,وہ فوری شادی کرنا چاہتے ہیں!,6,They want to have an immediate wedding!,7,,
Jan Sy pyara juni,00:09:46.600,یہ شاندار ہے۔,3,That’s wonderful.,2,,
Jan Sy pyara juni,00:09:48.520,آپ کو اس میں تاخیر نہیں کرنی چاہیے۔,8,You shouldn’t delay it.,4,,
Jan Sy pyara juni,00:09:50.640,آپ ایسے لڑکوں کو بھی کھو سکتے ہیں جنہیں آپ جانتے ہیں۔,12,One can also lose such boys you know.,8,,
Jan Sy pyara juni,00:09:53.360,مینا…,1,Mina…,1,,
Jan Sy pyara juni,00:09:55.080,میں تو کہہ رہا تھا کہ سب ہے۔,8,I was just saying is all.,6,,
Jan Sy pyara juni,00:09:57.680,مصروفیات کو بھول جائیں، یہاں تک کہ شادیاں بھی ان دنوں معمولی باتوں پر ٹوٹ جاتی ہیں۔,17,"Forget engagements, even marriages break up these days over the slightest of matters.",13,,
Jan Sy pyara juni,00:10:03.000,آپ کو بہت بہت مبارک ہو آنٹی۔,7,"Very many congratulations to you, aunty.",6,,
Jan Sy pyara juni,00:10:06.080,اور… اوہ…,2,And… uh…,2,,
Jan Sy pyara juni,00:10:07.040,کسی چیز کی فکر نہ کرو۔,6,Don’t worry about a thing.,5,,
Jan Sy pyara juni,00:10:09.760,سارے کام ہو جائیں گے۔,5,All the work will get done.,6,,
Jan Sy pyara juni,00:10:10.800,میں تمام انتظامات میں آپ کی مدد کروں گا۔,9,I’ll help you with all the arrangements.,7,,
Jan Sy pyara juni,00:10:13.480,بیٹا آپ کو مبارک ہو۔,5,Bless you son.,3,,
Jan Sy pyara juni,00:10:15.240,مینا اللہ آپ کو بھی خوش رکھے۔,7,May God bless you as well Mina.,7,,
Jan Sy pyara juni,00:10:18.360,اور سنو تم ضرور آؤ۔,5,And listen you must come.,5,,
Jan Sy pyara juni,00:10:20.720,آپ کو میری مدد کرنی ہوگی۔,6,You have to help me.,5,,
Jan Sy pyara juni,00:10:23.360,میرے پیارے… خوشی کے وقت…,5,My dear …at a time of happiness…,7,,
Jan Sy pyara juni,00:10:25.520,کسی کو شکایات اور شکایات کو بھول جانا چاہیے,9,one should forget complaints and grievances,6,,
Jan Sy pyara juni,00:10:28.400,مجھے امید ہے کہ آپ سمجھ گئے ہوں گے کہ میں کیا کہہ رہا ہوں۔,15,I hope you understand what I’m saying.,7,,
Jan Sy pyara juni,00:10:32.000,احمد… آنٹی،,2,"Ahem… aunty,",2,,
Jan Sy pyara juni,00:10:34.240,مینا نہیں آسکیں گی کیونکہ اس کے چچا اب کسی دن اسے لینے آئیں گے……,15,Mina won’t be able to come as her uncle will be coming any day now to get her…...,18,,
Jan Sy pyara juni,00:10:38.720,اس لیے آپ کو اسے معاف کرنا پڑے گا۔,9,so you’ll have to excuse her.,6,,
Jan Sy pyara juni,00:10:41.960,واقعی؟,1,Really?,1,,
Jan Sy pyara juni,00:10:43.040,تم جا رہے ہو؟,4,Are you going?,3,,
Jan Sy pyara juni,00:10:45.200,ٹھیک ہے کوئی فرق نہیں پڑتا، آپ کا سفر محفوظ رہے۔,11,"Okay doesn’t matter, may you have a safe journey.",9,,
Jan Sy pyara juni,00:10:47.840,ٹھیک ہے،,2,"Alright then,",2,,
Jan Sy pyara juni,00:10:49.000,اب میں جا رہا ہوں…,5,I’m going now…,3,,
Jan Sy pyara juni,00:10:50.680,اگلے دس بارہ دنوں تک میرے پاس سر کھجانے کا وقت نہیں ہے!  مجھے بہت کچھ کرنا ہے۔,18,the next ten to twelve days I don’t have time to even scratch my head! I have a lot to do.,21,,
Jan Sy pyara juni,00:10:55.080,مجھے اب بھی وہ تمام چیزیں تقسیم کرنی ہیں!,9,I still have to distribute all those things!,8,,
Jan Sy pyara juni,00:10:56.760,میں آپ کی مدد کروں گا، آنٹی.,7,"I’ll come help you, aunty.",5,,
Jan Sy pyara juni,00:10:58.560,اچھا بیٹا چلو پھر۔,4,"Alright son, come on then.",5,,
Jan Sy pyara juni,00:10:59.640,آپ کے بعد.,3,After you.,2,,
Jan Sy pyara juni,00:11:20.640,اوہ ندا۔,2,"Oh, hey Nida.",3,,
Jan Sy pyara juni,00:11:21.600,وہ عورت کافی اچھی لگ رہی ہے۔,7,That woman’s looking rather nice.,5,,
Jan Sy pyara juni,00:11:23.800,آپ کو بھی اپنے آپ کو اس کی طرح ہیئر اسٹائل لینا چاہئے۔,13,You should also get yourself a hairstyle like hers.,9,,
Jan Sy pyara juni,00:11:26.760,مجھے اس کے لیے اپنے بال اگانے ہوں گے ممی۔,10,I’ll have to grow my hair for it mummy.,9,,
Jan Sy pyara juni,00:11:29.000,اور آپ نے انہیں مختصر کر دیا تھا۔,8,And you just had them cut short.,7,,
Jan Sy pyara juni,00:11:30.960,ہاں، ٹھیک ہے، آپ بھی تو,6,"Yes, well you also used to have your hair",9,,
Jan Sy pyara juni,00:11:33.720,بالوں کے بارے میں یہ کوئی بڑی بات نہیں ہے کیونکہ وہ,12,It no big deal about the hair since they,9,,
Jan Sy pyara juni,00:11:35.360,لیکن وہ بالوں کا انداز واقعی اچھا لگتا ہے۔,9,but that hairstyle is really looking nice.,7,,
Jan Sy pyara juni,00:11:36.920,ہمم…,1,Hmm…,1,,
Jan Sy pyara juni,00:11:39.160,اگر آپ نے بال کاٹ لیے ہیں تو,8,If you’re done cutting hair then,6,,
Jan Sy pyara juni,00:11:42.840,مجھے بہت بھوک لگی ہے۔,5,I’m very hungry.,3,,
Jan Sy pyara juni,00:11:44.280,کیا پکایا ہے؟  ہاں؟,4,What’s cooked? Yea?,3,,
Jan Sy pyara juni,00:11:46.080,اس کی دال اور سبزیاں۔,5,Its lentils and vegetables.,4,,
Jan Sy pyara juni,00:11:48.000,ندا، جا کر کھانا گرم کر کے اپنے باپ کو دے دو۔,12,"Nida, go warm some food and give it to your father.",11,,
Jan Sy pyara juni,00:11:50.280,جاؤ، اچھی لڑکی.,3,"Go on, good girl.",4,,
Jan Sy pyara juni,00:11:50.880,ٹھیک ہے، میں اسے لے لوں گا۔,7,"Okay, I’ll just get it.",5,,
Jan Sy pyara juni,00:11:55.920,دال…سبزیاں…,1,Lentils… vegetables…,2,,
Jan Sy pyara juni,00:11:58.240,لگتا ہے کہ,3,it seems that’s all that’s being cooked,7,,
Jan Sy pyara juni,00:12:00.080,جی ہاں؟,2,Yes?,1,,
Jan Sy pyara juni,00:12:01.680,مٹن، چکن، مچھلی…,3,"Mutton, chicken, fish…",3,,
Jan Sy pyara juni,00:12:04.520,کیا یہ سب,3,has all that,3,,
Jan Sy pyara juni,00:12:05.720,ختم ہوگیا؟,2,finished?,1,,
Jan Sy pyara juni,00:12:08.960,اوہ…,1,Oh…,1,,
Jan Sy pyara juni,00:12:11.040,لیکن ایک وقت تھا جب میرا جنید میرا فریج بھر دیتا تھا بغیر میں نے اسے ایسا کرنے کو کہا تھا۔,21,but there was a time when my Junaid would fill up my fridge without my ever telling him to do so.,21,,
Jan Sy pyara juni,00:12:16.040,گھومنے پھرنے کے لیے کافی مقدار میں کھانا ملے گا۔,10,There would be plenty of food to go around.,9,,
Jan Sy pyara juni,00:12:18.880,وہ چیزوں کو ختم کرنے سے پہلے ہی بدل دیتا تھا۔,11,He would replace things before they even finished.,8,,
Jan Sy pyara juni,00:12:22.920,لیکن وہ آپ کو باقاعدگی سے پیسے دے رہا ہے کیا,11,But he is giving you money on,7,,
Jan Sy pyara juni,00:12:25.760,جاؤ اور خود چیزیں لے لو,6,Go and get the things yourself,6,,
Jan Sy pyara juni,00:12:28.080,میں سفینہ کی قسم کھاتی ہوں لیکن بخل کی بھی کوئی حد ہوتی ہے۔,14,I swear Safina but there’s a limit to stinginess.,9,,
Jan Sy pyara juni,00:12:31.880,آپ اپنا پیسہ خرچ کرنے سے قاصر ہیں!,8,You’re unable to spend your own money!,7,,
Jan Sy pyara juni,00:12:33.800,شکیل صاحب,2,Mr. Shakil,2,,
Jan Sy pyara juni,00:12:35.040,آپ ایسے بات کر رہے ہیں جیسے میرے پاس کوئی بے حساب,12,You’re talking as if I have some immeasurable,8,,
Jan Sy pyara juni,00:12:38.720,میں کب کہہ رہا ہوں کہ آپ کے پاس بے پناہ دولت ہے,13,When am I saying that you have immeasurable wealth,9,,
Jan Sy pyara juni,00:12:41.800,لیکن آپ اتنے,3,but you have been saving for so many,8,,
Jan Sy pyara juni,00:12:44.520,درحقیقت، میں سمجھتا ہوں کہ بچت وہی ہے جو,9,"In fact, I think that saving is all",8,,
Jan Sy pyara juni,00:12:46.960,وہ… تمہارا وہ بھائی ہے جو سارا خرچہ کر رہا ہے۔,11,He… that brother of yours is the one who’s been doing all the spending.,14,,
Jan Sy pyara juni,00:12:49.680,جی ہاں، میں نے بچایا ہے!,6,"Yes, I have saved!",4,,
Jan Sy pyara juni,00:12:51.400,اور یہ ہمارے بڑھاپے اور ندا کی شادی کے لیے ہے!,11,And it’s for our old age and Nida’s marriage!,9,,
Jan Sy pyara juni,00:12:55.440,اور کیا آپ جانتے ہیں،,5,"And do you know,",4,,
Jan Sy pyara juni,00:12:56.880,جس دن مجھے ہماری ندا کے لیے ایک اچھا لڑکا مل گیا…,12,the day I find a nice boy for our Nida…,10,,
Jan Sy pyara juni,00:13:00.360,میں اس میں ایک دن بھی تاخیر نہیں کروں گا اور,11,I won’t take even a day to delay it and,10,,
Jan Sy pyara juni,00:13:04.240,جس طرح آنٹی ثریا نے حسن آرا کے ساتھ کیا۔,10,The way aunty Suraiya did with Husn Ara.,8,,
Jan Sy pyara juni,00:13:06.600,کیا آپ جانتے ہیں،,4,"Did you know,",3,,
Jan Sy pyara juni,00:13:07.840,اس نے آٹھ دن کے اندر میچ کا انتظام کر لیا اور اسے اتنا اچھا داماد مل گیا، میں آپ کو بتاتا ہوں!,23,she arranged the match within eight days and she found such a nice son-in-law I tell you!,17,,
Jan Sy pyara juni,00:13:18.160,تو آپ ایک کام کیوں نہیں کرتے…,7,So why don’t you do one thing…,7,,
Jan Sy pyara juni,00:13:22.040,جا کر انہیں مبارکباد دیں۔,5,go congratulate them.,3,,
Jan Sy pyara juni,00:13:23.960,ہاں؟,1,Yea?,1,,
Jan Sy pyara juni,00:13:24.760,اور جب تم وہاں ہو تو,6,And while you’re there go take a round,8,,
Jan Sy pyara juni,00:13:28.200,اور سنو,2,"And listen,",2,,
Jan Sy pyara juni,00:13:30.040,اب تمہیں مینا کو برداشت کرنا سیکھنا ہو گا۔,9,you need to now learn to tolerate Mina.,8,,
Jan Sy pyara juni,00:13:32.920,حسن آرا کی شادی میں شاید ہی کوئی دن رہ گئے ہوں۔,12,There are hardly any days left to Husn Ara’s wedding.,10,,
