Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre,Episode No#,URL,Sentence No,Timestamps,Urdu Sentence,English Sentence
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,23.0,00:03:08.560,اللہ آپ کا نصیب اچھا کرے,may God bless you with good fate
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,24.0,00:03:13.270,لیکن ابا، لوگ اپنی بیٹیوں کو اچھا نہیں سمجھتے,"but dad, people doesn't consider their daughters good"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,25.0,00:03:16.500,ارے نہیں پیارے، ایسا نہیں ہے کہ,"oh no dear, its not like that"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,26.0,00:03:20.130,بس...,its just...
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,27.0,00:03:22.920,وہ اپنی بیٹی کی قسمت سے ڈرتے ہیں,they are afraid of their daughter's fate
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,28.0,00:03:31.550,ہاں,yes
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,29.0,00:03:33.190,مجھے نماز میں دیر ہو رہی ہے، میں جا رہی ہوں۔  ٹھیک ہے؟,"I am getting late for the prayers, I ma leaving. Ok?"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,30.0,00:03:37.810,ٹھیک ہے,Alright
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,31.0,00:03:42.750,تم دونوں!  کیا ہم ابا کے سامنے ایسی باتیں کرتے ہیں؟,you both! Do we say such things in front of dad?
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,32.0,00:03:47.060,ہاں بہن ہم کہتے ہیں ایسی باتیں کرتے ہیں,"yes sister, we say such things"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,33.0,00:03:49.050,کچھ شرم تو آتی ہے,have some shame
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,34.0,00:03:59.660,سب کچھ ٹھیک ہے چچا لیکن یہ بتاؤ اب کیسا محسوس کر رہے ہو؟,"everything is right uncle, but tell me how are you feeling now?"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,35.0,00:04:03.180,میں ٹھیک ہوں، اور آج میں بھی خوش ہوں اور,"I am fine, and today I am happy as well"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,36.0,00:04:06.550,شمو اور شیڈو کو بھی اپنی ذمہ داریوں کا احساس ہونے لگا ہے،,Shammo & Shado have started to realize their responsibilities
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,37.0,00:04:10.600,یہ بہت اچھی بات ہے، چچا,"its such a good thing, uncle"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,38.0,00:04:20.530,انا نے انہیں کبھی ماں کی کمی کا احساس نہیں دلایا تھا، اور انہوں نے مجھے کبھی بیٹا ہونے کی کمی محسوس نہیں ہونے دی تھی،,"Anna had never made them feel the absence of their mother, and she had never let me miss having a son"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,39.0,00:04:26.530,اب انا بھی چلی جائے گی...,now Anna will also leave then...
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,40.0,00:04:29.650,انا اتنی دور نہیں جا رہی، وہ روزانہ آپ سے ملنے آ سکتی ہیں،,"Anna is not going that far, she can come to meet you daily"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,41.0,00:04:35.030,میں خود آپ سے ملنے کے لیے,"in fact, I will bring her myself to meet you all"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,42.0,00:04:38.830,آپ کے بیٹے کو بھی لاؤں گا، ٹھیک ہے؟,"I am also your son, right?"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,43.0,00:04:43.200,خدا نہ کرے اگر کبھی آپ کا کوئی برا حال ہوا تو میں آپ کے شانہ بشانہ کھڑا,"God forbid, if you ever experience a bad situation, I will be standing by your side"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,44.0,00:04:47.800,رہوں گا پیارے، اللہ آپ کو ڈھیروں خوشیاں عطا فرمائے،,"stay blessed dear, may God bless you with a lot of happiness"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,45.0,00:04:52.670,پتا نہیں میں جذباتی ہو کر کیا کہتا ہوں،,don't know what do I say while being emotional
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,46.0,00:04:56.800,چچا، میں ابھی آپ کی رخصت لوں گا کیونکہ مجھے شادی کے دعوت نامے بھی تقسیم کرنے ہیں,"alright then uncle, I shall take your leave now as I have to distribute the wedding invites too"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,47.0,00:05:00.930,، چلو,"ok dear, lets go"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,48.0,00:05:10.640,یا اللہ!  آپ نے مجھے اتنا برا ڈرنک پلایا ہے,oh God! you have served me such a bad drink
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,49.0,00:05:14.200,بہن، آپ کو بہت بہت مبارک ہو!,"by the way sister, heartiest congratulations to you!"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,50.0,00:05:18.090,آخر تم نے,"after all, you have fulfilled your son's contumacy"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,51.0,00:05:22.420,مراد کی شادی انا سے طے کر کے اپنے بیٹے کی بدتمیزی پوری کر دی،,by fixing Murad's marriage with Anna
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,52.0,00:05:26.530,میں تمہیں کیا بتاؤں؟,"oh sister, what shall I tell you?"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,53.0,00:05:28.770,ویسے مجھے بہت مایوسی ہوئی۔  کوئی نقصان نہ ہوتا اگر تم مجھے اس کے بارے میں بتا دیتے,"By the way, I felt so disappointed. It wouldn't have been any harm if you would have told me about it"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,54.0,00:05:37.220,گلزاران، میں تمہیں کیا بتاؤں؟,"Gulzaran, what shall I tell you?"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,55.0,00:05:39.820,ویسے بھی آپ کے بیٹے کی شادی اس کی مرضی اور آپ کی مرضی کے مطابق طے ہوئی,"anyways, your son's wedding got fixed as per his choice & as per your choice"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,56.0,00:05:45.120,لیکن آپ مجھے کم از کم بتا سکتے تھے، مجھے بتانے میں کیا حرج تھا؟,"but you could have told me at least, what was the harm in telling me?"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,57.0,00:05:49.490,اے گلزاران تم فکر نہ کرو۔  آپ کو یقینی طور پر ایک نیا لباس اور مٹھائیاں ملیں گی,"oh Gulzaran, don't you worry. You will get a new dress & sweetmeats for sure"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,58.0,00:05:53.210,ہاں!  ایک نیا لباس اور مٹھائیاں۔  میں دو نئے کپڑوں کے ساتھ پیسے لے لوں گا,yes! A new dress & sweetmeats. I will take money along with two new dresses
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,59.0,00:05:58.570,پیسے اور لباس تو ٹھیک ہے لیکن یہ بتاؤ تمہیں کیا ملے گا؟,"the money & the dress is alright, but tell me what will you get?"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,60.0,00:06:03.270,مجھے کچھ نہیں ملے گا، لیکن مراد کو ٹریکٹر کی رقم کے بدلے کچھ رقم مل جائے گی,"I won't get anything, but Murad will get some amount for the tractor"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,61.0,00:06:08.720,؟  مجھے سمجھ نہیں آئی,amount for the tractor? I didn't get it
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,62.0,00:06:12.900,میں نے خدا بخش بھائی کو اطلاع دی ہے کہ مراد اپنے کھیت کے لیے ٹریکٹر خرید رہے ہیں، تو مہربانی کرکے اس کی مدد کریں، کیا,"I have informed Brother Khuda Baksh that Murad is buying a tractor for his field, so please assist him"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,63.0,00:06:19.100,اس نے آپ کی مدد کی؟  کیا آپ کو ٹریکٹر کے پیسے مل گئے؟,"then, did he help you? Did you get the money for the tractor?"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,64.0,00:06:24.170,ٹریکٹر بہت مہنگی چیز ہے، اور خدا بخش کے پاس اتنی رقم نہیں ہے,"A tractor is a very expensive thing, & Khuda Baksh doesn't have that much amount"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,65.0,00:06:29.860,ٹھیک ہے!  پھر اسے کوئی پیسہ نہیں دینا چاہئے۔  کوئی دوسرا خاندان تلاش کریں جو ٹریکٹر خریدنے میں ہماری مدد کر سکے,Fine! then he shouldn't give any money. Find some other family who can help us to buy the tractor
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,66.0,00:06:36.190,اوہ واہ!  یہ تو بہت اچھا ہے,oh wow! this is great
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,67.0,00:06:40.510,آپ نے مجھے اس کی اطلاع نہیں دی لیکن جب میں خدا بخش کے گھر سے گزر رہا تھا تو مجھے ڈھول پیٹنے کی آواز آئی,"You didn't inform me about it, but as I was passing by Khuda Baksh's house, I heard the sound of drums beating"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,68.0,00:06:47.820,لڑکیاں شادی کے گانے گا رہی تھیں,the girls were singing songs about marriage
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,69.0,00:06:52.230,مجھے ہنسنے کا احساس ہوا کہ ان کا بھائی چونکہ خاص ہے تو شادی کا انتظام کیسے کرے گا؟,"I felt like laughing, as their brother is special so how he will make arrangement for the wedding?"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,70.0,00:07:00.070,ٹھیک ہے؟,Right?
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,71.0,00:07:04.160,اس پر ڈٹے رہیں، میرے پاس آپ کے بیٹے کے لیے بہت اچھے پرپوزل ہیں۔  اس میں کسی خوبی کی کمی نہیں ہے حالانکہ,"stay firm on it, I have great proposals for your son. He doesn't lack any quality though"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,72.0,00:07:11.030,وہ ابھی اتنی عمر کا نہیں ہے لیکن تمہیں اتنی جلدی کیوں تھی؟,"also he is not so aged yet, but why were you in such a hurry?"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,73.0,00:07:14.410,ٹھیک ہے ایک کام کرو,"ok, do one thing"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,74.0,00:07:16.390,اگر وہ تمہیں ٹریکٹر کے پیسے نہیں دیتا تو میں تمہیں ایک اور تجویز دکھاتا ہوں,"if he doesn't give you money for the tractor, then I will show you another proposal"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,75.0,00:07:21.230,بس میرے مراد کے لیے کوئی اچھی تجویز تلاش کرو,just find a good proposal for my Murad
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,76.0,00:07:22.970,اپنی بات پر قائم رہو,stay firm on your words
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,77.0,00:07:37.830,کیا,what?
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,78.0,00:07:39.530,ٹریکٹر کی آدھی رقم,half amount for the tractor
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,79.0,00:07:41.610,آپ کیا کہہ رہے ہیں خدا بخش؟,"what are you saying, Khuda Buksh?"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,80.0,00:07:46.530,"میں نے آپ کی بنیاد پر انا کی خوشی کے لیے ""ہاں"" کہا تھا","I had said ""yes"" for Anna's happiness on your basis"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,81.0,00:07:52.340,اب میں اس وقت سے پریشان ہوں کہ اتنی بھاری رقم کا بندوبست کیسے کروں گا,now I am worried since that time that how will I arrange such a hefty amount
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,82.0,00:07:56.860,یہ مردوں کے درمیان بحث ہے,this is the discussion between men
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,83.0,00:07:59.420,اگر طفیل آج زندہ ہوتا تو معاملہ اس حد تک نہ پہنچتا کہ,"if Tufail had been alive today, then the matter wouldn't have reached to this extent"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,84.0,00:08:03.440,اس کی بیوی کچھ سمجھ نہیں پا رہی ہے,his wife is unable to understand anything
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,85.0,00:08:05.830,ہمم...,hmm...
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,86.0,00:08:07.230,اسے آپ کے قد کو دیکھ کر آپ سے بات کرنی چاہیے تھی، بہرحال آپ فکر نہ کریں میں,"she should have talked to you after seeing your stature, anyways don't worry"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,87.0,00:08:11.540,ذاتی طور پر بہن کلثوم سے بات کروں گا،,I will personally talk to sister Kulsoom
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,88.0,00:08:16.760,ٹھیک ہے,Okay
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,89.0,00:08:18.210,میں اپنی زمین بیچ دوں گی,I will sell off my land
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,90.0,00:08:22.950,لیکن,but...
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,91.0,00:08:24.560,اتنی جلدی نہیں بیچی جا سکتی،,it cannot be sold so quickly
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,92.0,00:08:28.130,میں شادی سے فراغت کے بعد اسے بیچ دوں گا،,I will sell it off after getting free from the wedding
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,93.0,00:08:30.540,خدا بخش، میں آپ سے وعدہ کرتا ہوں۔  میں آپ کی ضرور مدد کروں گا,"oh Khuda Buksh, I promise you. I will help you for sure"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,94.0,00:08:36.690,انا صرف آپ کی بیٹی ہی نہیں میری بھی ہے,Anna is not only your daughter but mine too
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,95.0,00:08:39.300,لیکن... ٹریکٹر بہت مہنگی چیز ہے میرے بھائی,but... tractor is a very expensive thing my brother
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,96.0,00:08:45.160,لیکن یار، میں اب انکار نہیں کر سکتا،,"but man, I cannot refuse now"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,97.0,00:08:49.430,خدا بخش فکر نہ کرو، تم جانتے ہو کہ میرا مویشیوں کا کاروبار ہے,"ok Khuda Buksh don't worry, you know I have a cattle business"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,98.0,00:08:54.370,اور مجھے سچائی سے معلوم نہیں کہ ان ٹریکٹروں کی قیمتوں میں,and I honestly don't know the prices of these tractors
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,99.0,00:09:00.240,ایک ٹریکٹر کی قیمت ملتی ہے، پھر ہم دیکھیں گے کہ کیا کرنا ہے،,"get the price of a tractor, then we'll see what needs to be done"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,100.0,00:09:04.330,علی شیر بھائی بہت شکریہ!,"brother Ali Sher, thank you so much!"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,101.0,00:09:07.090,عنقریب شادی سے فارغ ہو کر تمہارے پیسے واپس کر دوں گا,Soon I will return your money after getting free from the wedding
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,102.0,00:09:12.260,اوہ یار یہ اور بات ہے۔  پہلے یہ دیکھ لو کہ اس شادی میں کتنا خرچہ آئے گا,"Oh man, that's another matter. First, check how much expense this wedding will incur"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,103.0,00:09:17.820,تاکہ ہم اتنا بندوبست کر سکیں،,so that we can arrange that much
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,104.0,00:09:19.920,ٹھیک ہے میں ابھی جا رہا ہوں۔  آپ کا بہت شکریہ,"okay, I am leaving now. Thank you so much"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,105.0,00:09:24.590,ٹھیک ہے، الوداع!  الوداع,"okay, bye!"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,106.0,00:09:58.930,یہ کون ہے,who is it?
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,107.0,00:10:00.510,یہ میں، مراد,"its me, Murad"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,108.0,00:10:03.360,کون؟,who?
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,109.0,00:10:04.470,انا یہ میں مراد ہوں,"Anna, this is me Murad"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,110.0,00:10:06.760,لیکن پاپا گھر پر نہیں ہیں,but dad is not at home
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,111.0,00:10:09.060,مجھے اندازہ تھا کہ چچا گھر نہیں ہوں گے,I had an idea that uncle won't be home
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,112.0,00:10:14.330,دراصل میں آپ سے ملنا چاہتا تھا اور مجھ سے ایک ضروری بات کرنا تھا,actually I wanted to meet you & discuss an important matter
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,113.0,00:10:18.540,؟,with me?
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,114.0,00:10:20.150,ہاں، آپ کے ساتھ,"yes, with you"
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,115.0,00:10:34.940,انا، دیکھو، میں جانتا ہوں کہ ہماری شادی طے ہے اور میرے لیے اس طرح آنا مناسب نہیں ہے، لیکن...,"Anna, look, I know our marriage is fixed and it's not appropriate for me to come here like this, but..."
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,116.0,00:10:44.350,اس معاملے پر بات کرنا بہت ضروری ہے،,its very important to discuss the matter
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,117.0,00:10:46.990,اسی لیے مجھے آنا پڑا،,that's why I had to come
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,118.0,00:10:48.790,میں صبح چچا کو بتانے ہی والا تھا کہ وہ میری امی کے بارے میں فکر نہ کریں کہ,actually I was about to tell uncle in the morning that he shouldn't worry about my mom's demand
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,119.0,00:10:53.980,کون سا مطالبہ ہے؟,which demand?
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,120.0,00:10:55.510,پیسے کے بارے میں,about the money
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,121.0,00:10:59.430,کون سا پیسہ؟,which money?
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,122.0,00:11:01.410,میں اپنے کھیتوں کے لیے ٹریکٹر خریدنا چاہتا تھا,I wanted to buy a tractor for my fields
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,123.0,00:11:07.440,اور میں اس کے لیے پیسے جمع کر رہا ہوں,and I am collecting money for it
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,124.0,00:11:10.330,اس لیے جب ہماری شادی طے ہوئی تو,so when our marriage got fixed then
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,125.0,00:11:13.540,میری والدہ نے آپ کے والد سے ٹریکٹر کے لیے کچھ پیسے دینے کو کہا,My mother asked your father to give some money for the tractor
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,126.0,00:11:19.120,لیکن والد صاحب نے مجھے ایسی کوئی بات نہیں بتائی,but dad didn't tell me any such thing
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,127.0,00:11:24.780,لیکن اب میں سمجھ گیا ہوں,but now I have understood
Qismat Ki Maari,,,,,,,,,https://www.youtube.com/watch?v=1ICN8mMWKWw,128.0,00:11:27.170,کہ وہ اتنے پریشان کیوں تھے,that why he was so worried
